20.303417,-156.708984
46.920255,-121.992187
42.940339,-122.080078
39.232253,-121.552734
35.603718,-119.61914
33.724339,-115.571953
42.279229,-116.455078
43.58039,-116.80664
39.909736,-115.751593
37.160316,-112.763671
33.384619,-110.302734
47.398334,-110.830078
43.834526,-111.357421
40.713955,-111.18164
37.579412,-108.896484
33.724339,-106.435546
47.040182,-106.435546
43.96119,-106.4365546
40.446947,-105.380859
36.597889,-103.974609
32.249974,-103.623046
46.920255,-101.513671
44.590546,-100.986328
40.713955,-100.986328
37.579452,-99.404296
34.88593,-99.404296
30.600093,-99.580078
27.839076,-97.294922
47.27922,-97.294922
43.58039,-96.240234
40.446947,-96.064453
37.020098,-94.833984
32.842673,-95.009765
41.2130032,-93.0676171
41.508577,-93.251953
38.272688,-92.021484
35.460669,-92.021484
32.694865,-90.791015
46.195042,-89.208984
42.423456,-88.857421
35.317366,-86.823828
35.317366,-86.823828
31.353636,-86.748046
39.50404,-86.923828
44.590467,-86.044921
44.2137099,-83.05664
41.244772,-81.65039
38.410558,-83.759656
45.089035,-69.345703
43.325177,-73.740234
41.771311,-77.080078
38.410558,-77.958984
35.317366,-80.595703
33.578014,-83.232421
30.448673,-82.705078
26.431228,-80.947265
